Dataseed	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,51,half,all)train_accuracy	RF(0.7,51,half,all)K	RF(0.7,51,half,all)accuracy	RF(0.7,51,half,all)macro_sensitivity	RF(0.7,51,half,all)safe_macro_sensitivity	RF(0.7,51,half,all)safe_macro_specificity	RF(0.7,51,half,all)safe_macro_PPV	RF(0.7,51,half,all)safe_macro_NPV	RF(0.7,51,half,all)safe_macro_F1	RF(0.7,51,half,all)oob_error	RF(0.7,51,half,all)n_nodes	RF(0.7,51,half,all)σ² train_accuracy	RF(0.7,51,half,all)σ² K	RF(0.7,51,half,all)σ² accuracy	RF(0.7,51,half,all)σ² macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_specificity	RF(0.7,51,half,all)σ² safe_macro_PPV	RF(0.7,51,half,all)σ² safe_macro_NPV	RF(0.7,51,half,all)σ² safe_macro_F1	RF(0.7,51,half,all)σ² oob_error	RF(0.7,51,half,all)σ² n_nodes	RF(0.7,51,half,all)t	RF(0.7,51,half,all)hash	
6	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	63.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.226	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
7	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.47	0.0	0.229	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "3e35aeb0fe4a6c6c509adf8236d544c79db5500a243688e4ae0fcf3d88072f2e")	
8	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.18	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.42	0.0	0.213	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "198e841a1f975c542861448b2a52f8a3725b00b48c02bd52363c0ff28f3afa12", "3e35aeb0fe4a6c6c509adf8236d544c79db5500a243688e4ae0fcf3d88072f2e")	
9	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.017	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.18	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.244	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "8b8ac89cc62aa50fd206fc3e95b20933b4b45082791c928ea7faf971856770f3", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "3e35aeb0fe4a6c6c509adf8236d544c79db5500a243688e4ae0fcf3d88072f2e")	
10	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	63.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.215	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
1	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.017	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.211	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.24	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "8b8ac89cc62aa50fd206fc3e95b20933b4b45082791c928ea7faf971856770f3", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
2	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.18	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.54	0.0	0.24	("37296a70a450cbe14f17b876e1a76c486df0138587f9a1d9e2e0f8daf6bcca73", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
3	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.28	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.016	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.18	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.49	0.0	0.241	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "303e70b02b375a3e1ab98e241c91152e79c8d8136be0197e7a82d78c393ede52", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "3e35aeb0fe4a6c6c509adf8236d544c79db5500a243688e4ae0fcf3d88072f2e")	
4	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.017	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.019	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.42	0.0	0.252	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "198e841a1f975c542861448b2a52f8a3725b00b48c02bd52363c0ff28f3afa12", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
5	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.018	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.016	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	63.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.731	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
6	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.019	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.016	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.18	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.49	0.0	0.286	("8106b79e7f51c1f6a7b7dcf03ab7e3dd564fb3af4325539853fceeb6c8ebbe36", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "8b8ac89cc62aa50fd206fc3e95b20933b4b45082791c928ea7faf971856770f3", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
7	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.016	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.015	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.016	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.42	0.0	1.828	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "198e841a1f975c542861448b2a52f8a3725b00b48c02bd52363c0ff28f3afa12", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
